shipment_id,date,year,month,month_number,quarter,origin,destination,route,mode,hs_code,product_description,weight_kg,weight_tonnes,value_usd,shipment_value_million,status,bill_of_lading,shipper,consignee,remarks,Delay_Time(hrs),delay_days,Delay_Reason,delay_flag,delay_status
ADGF-2031125,2023-01-06,2023,January,1,1,"Sydney, Australia","Mumbai, India","Sydney, Australia → Mumbai, India",Sea,Unknown,Processed spices (ground),1305.6,1.3055999999999999,23223.4,0.0232234,Delivered,BOL5637713129,TransIndia Cargo,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2031260,2023-01-06,2023,January,1,1,"Mumbai, India","Sydney, Australia","Mumbai, India → Sydney, Australia",Air,7020010,Furniture (assembled),749.8,0.7497999999999999,19030.44,0.01903044,Delivered,BOL8693998729,Sunrise Exports,ABC Importers Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2031441,2023-01-06,2023,January,1,1,"Istanbul, Turkey","Sydney, Australia","Istanbul, Turkey → Sydney, Australia",Air,7020010,Smartphone units,403.1,0.4031,381648.12,0.38164812,Delivered,BOL9840774390,Oceanic Logistics Co.,Unknown (invoice),Delivery appointment rescheduled,0.0,0.0,No Delay,False,On Time
ADGF-2031676,2023-01-06,2023,January,1,1,"Shanghai, China","New Delhi, India","Shanghai, China → New Delhi, India",Sea,7020010,Plastic granules,2416.1,2.4160999999999997,4540.41,0.00454041,Delivered,BOL1561057970,A & D Global Freight Pvt. Ltd.,FreshFarms Importers,No Remarks,3.3,0.1375,Port Congestion,True,Delayed
ADGF-2032254,2023-01-06,2023,January,1,1,"Shenzhen, China",India,"Shenzhen, China → India",Sea,85171200,Engine parts,592.7,0.5927,3573.97,0.0035739699999999997,Delivered,BOL9296318180,TransIndia Cargo,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2032346,2023-01-06,2023,January,1,1,"Los Angeles, USA","Chennai, India","Los Angeles, USA → Chennai, India",Sea,85171200,Fresh white flesh dragon fruits (public trade sample),686.8,0.6868,4352.76,0.00435276,Delivered,BOL2584055460,A & D Global Freight Pvt. Ltd.,ABC Importers Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2033597,2023-01-06,2023,January,1,1,"Sydney, Australia","Chennai, India","Sydney, Australia → Chennai, India",Sea,94036000,Wheat flour,2637.1,2.6370999999999998,9540.21,0.009540209999999999,Delivered,BOL8727539386,Sunrise Exports,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2034423,2023-01-06,2023,January,1,1,"Kochi, India","London, UK","Kochi, India → London, UK",Sea,39232990,Processed spices (ground),2407.2,2.4072,24191.27,0.02419127,Delivered,BOL6313013838,A & D International,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2034831,2023-01-06,2023,January,1,1,"Shenzhen, China","New York, USA","Shenzhen, China → New York, USA",Sea,85423900,Plastic granules,2746.8,2.7468000000000004,62812.23,0.06281223,Delivered,BOL8779904774,A & D Global Freight Pvt. Ltd.,Global Retail Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2034863,2023-01-06,2023,January,1,1,"Rotterdam, Netherlands","New Delhi, India","Rotterdam, Netherlands → New Delhi, India",Air,85423900,Cocoa beans,1953.5,1.9535,13787.25,0.01378725,Delivered,BOL2499269451,Sunrise Exports,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2035375,2023-01-06,2023,January,1,1,Vietnam (unspecified),"Sydney, Australia","Vietnam (unspecified) → Sydney, Australia",Sea,10063010,Wheat flour,1175.4,1.1754,2329.99,0.0023299899999999997,In Transit,BOL6250321599,Oceanic Logistics Co.,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2035669,2023-01-06,2023,January,1,1,"Istanbul, Turkey","Kolkata, India","Istanbul, Turkey → Kolkata, India",Sea,85423900,Paperboard rolls,2693.3,2.6933000000000002,7650.72,0.007650720000000001,Delivered,BOL7641502295,A & D International,Unknown (trade database),Manual verification completed,0.0,0.0,No Delay,False,On Time
ADGF-2036189,2023-01-06,2023,January,1,1,"Hamburg, Germany","Rotterdam, Netherlands","Hamburg, Germany → Rotterdam, Netherlands",Air,39232990,Wheat flour,1447.8,1.4478,9631.65,0.00963165,Delivered,BOL5193279219,Oceanic Logistics Co.,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2036281,2023-01-06,2023,January,1,1,"Los Angeles, USA","Chennai, India","Los Angeles, USA → Chennai, India",Sea,8109090,Pharmaceutical tablets,251.5,0.2515,93235.97,0.09323597,Delivered,BOL4096480215,TransIndia Cargo,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2036574,2023-01-06,2023,January,1,1,"New Delhi, India","Mumbai, India","New Delhi, India → Mumbai, India",Air,30049099,Textile rolls (cotton),1112.8,1.1128,38245.43,0.03824543,Delivered,BOL2617607563,A & D International,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2036925,2023-01-06,2023,January,1,1,"Sydney, Australia","Rotterdam, Netherlands","Sydney, Australia → Rotterdam, Netherlands",Sea,7020010,Printed circuit boards,324.6,0.3246,62317.59,0.06231759,Delivered,BOL3026421343,A & D International,Unknown (trade database),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2025442,2023-01-07,2023,January,1,1,"Rotterdam, Netherlands",Domestic,"Rotterdam, Netherlands → Domestic",Sea,85423900,Furniture (assembled),718.0,0.718,19849.91,0.01984991,Delivered,BOL6344773393,TransIndia Cargo,ABC Importers Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2027264,2023-01-07,2023,January,1,1,"Shenzhen, China","Rotterdam, Netherlands","Shenzhen, China → Rotterdam, Netherlands",Air,8109090,Furniture (assembled),1402.7,1.4027,10886.61,0.010886610000000001,In Transit,BOL7865155197,Sunrise Exports,Global Retail Ltd.,No Remarks,6.3,0.2625,Traffic Issue,True,Delayed
ADGF-2027939,2023-01-07,2023,January,1,1,"Dubai, UAE","New Delhi, India","Dubai, UAE → New Delhi, India",Sea,39232990,Engine parts,3330.0,3.33,24485.17,0.024485169999999997,Delivered,BOL8422116168,Oceanic Logistics Co.,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2028131,2023-01-07,2023,January,1,1,Vietnam (unspecified),"Mumbai, India","Vietnam (unspecified) → Mumbai, India",Sea,94036000,Lithium batteries (packets),154.8,0.15480000000000002,19075.32,0.01907532,Delivered,BOL5311037444,A & D International,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2029018,2023-01-07,2023,January,1,1,"Shenzhen, China","Los Angeles, USA","Shenzhen, China → Los Angeles, USA",Sea,39232990,Engine parts,701.7,0.7017,15773.34,0.01577334,In Transit,BOL8559719788,TransIndia Cargo,Global Retail Ltd.,No Remarks,9.4,0.3916666666666667,Holiday Closure,True,Delayed
ADGF-2029323,2023-01-07,2023,January,1,1,"Shanghai, China",Domestic,"Shanghai, China → Domestic",Air,8109090,Smartphone units,323.2,0.3232,69696.32,0.06969632,Delivered,BOL4114068421,A & D International,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2029694,2023-01-07,2023,January,1,1,"Seattle, USA","Los Angeles, USA","Seattle, USA → Los Angeles, USA",Sea,8109090,Ceramic tiles,2944.4,2.9444,8088.01,0.00808801,Delivered,BOL3731782780,Sunrise Exports,HomeStyle Furnitures,No Remarks,5.6,0.2333333333333333,Customs Clearance,True,Delayed
ADGF-2029977,2023-01-07,2023,January,1,1,"Shanghai, China",Singapore,"Shanghai, China → Singapore",Air,85171200,Furniture (assembled),423.2,0.42319999999999997,13363.7,0.013363700000000001,In Transit,BOL9821096811,A & D International,HomeStyle Furnitures,No Remarks,17.2,0.7166666666666667,Holiday Closure,True,Delayed
ADGF-2032429,2023-01-07,2023,January,1,1,"Sydney, Australia","Mumbai, India","Sydney, Australia → Mumbai, India",Sea,Unknown,Fresh dragon fruit,1581.4,1.5814000000000001,53103.61,0.05310361,Delivered,BOL1879802331,TransIndia Cargo,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2032737,2023-01-07,2023,January,1,1,"Bangkok, Thailand","Chennai, India","Bangkok, Thailand → Chennai, India",Sea,94036000,Cocoa beans,4068.8,4.0688,23876.74,0.02387674,Delivered,BOL9600798495,Oceanic Logistics Co.,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2032907,2023-01-07,2023,January,1,1,"New Delhi, India","Chennai, India","New Delhi, India → Chennai, India",Sea,85423900,Ceramic tiles,3186.8,3.1868000000000003,18915.46,0.01891546,In Transit,BOL7128782266,Sunrise Exports,ABC Importers Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2034138,2023-01-07,2023,January,1,1,"Los Angeles, USA","Sydney, Australia","Los Angeles, USA → Sydney, Australia",Sea,Unknown,Stainless steel fasteners,1430.0,1.43,15488.82,0.01548882,Delivered,BOL4814719174,TransIndia Cargo,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2035633,2023-01-07,2023,January,1,1,"Ho Chi Minh City, Vietnam",Singapore,"Ho Chi Minh City, Vietnam → Singapore",Sea,8109090,Fresh white flesh dragon fruits (public trade sample),2973.6,2.9736,15566.14,0.01556614,Delivered,BOL4561454725,A & D International,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2025003,2023-01-08,2023,January,1,1,"Shanghai, China","Bengaluru, India","Shanghai, China → Bengaluru, India",Air,Unknown,Lithium batteries (packets),231.9,0.2319,73909.27,0.07390927,Delivered,BOL4906800244,Sunrise Exports,FreshFarms Importers,Routine shipment,0.0,0.0,No Delay,False,On Time
ADGF-2025064,2023-01-08,2023,January,1,1,"Kochi, India","Melbourne, Australia","Kochi, India → Melbourne, Australia",Sea,Unknown,Pharmaceutical tablets,43.5,0.0435,80097.38,0.08009738000000001,Pending Pickup,BOL2263237965,Oceanic Logistics Co.,FreshFarms Importers,No Remarks,19.0,0.7916666666666666,Technical Glitch,True,Delayed
ADGF-2025723,2023-01-08,2023,January,1,1,"Shenzhen, China","New Delhi, India","Shenzhen, China → New Delhi, India",Sea,30049099,Furniture (assembled),568.8,0.5688,10275.67,0.01027567,Delivered,BOL8959773630,A & D International,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2025811,2023-01-08,2023,January,1,1,"Seattle, USA","London, UK","Seattle, USA → London, UK",Sea,39232990,Fresh dragon fruit,929.9,0.9299,16270.47,0.01627047,Delivered,BOL8658369619,Sunrise Exports,FreshFarms Importers,Manual verification completed,38.7,1.6125,Weather Delay,True,Delayed
ADGF-2027259,2023-01-08,2023,January,1,1,"Ho Chi Minh City, Vietnam",India,"Ho Chi Minh City, Vietnam → India",Sea,30049099,Textile rolls (cotton),464.6,0.4646,6627.06,0.006627060000000001,Delivered,BOL9038476093,A & D International,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2027971,2023-01-08,2023,January,1,1,"Bangkok, Thailand","Melbourne, Australia","Bangkok, Thailand → Melbourne, Australia",Sea,7020010,Fresh white flesh dragon fruits (public trade sample),1410.1,1.4101,12101.26,0.01210126,Delivered,BOL7205722959,Oceanic Logistics Co.,Global Retail Ltd.,No Remarks,43.1,1.795833333333333,Weather Delay,True,Delayed
ADGF-2028927,2023-01-08,2023,January,1,1,"Los Angeles, USA","Ho Chi Minh City, Vietnam","Los Angeles, USA → Ho Chi Minh City, Vietnam",Air,39232990,Furniture (assembled),1070.6,1.0706,19288.12,0.01928812,Delivered,BOL2583810324,TransIndia Cargo,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2029440,2023-01-08,2023,January,1,1,"Ho Chi Minh City, Vietnam","Dubai, UAE","Ho Chi Minh City, Vietnam → Dubai, UAE",Sea,Unknown,Paperboard rolls,1564.7,1.5647,4218.58,0.0042185799999999996,Delivered,BOL8198332059,Sunrise Exports,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2030547,2023-01-08,2023,January,1,1,"Bangkok, Thailand","Chennai, India","Bangkok, Thailand → Chennai, India",Sea,7020010,Fresh white flesh dragon fruits (public trade sample),1945.5,1.9455,19742.14,0.01974214,Delivered,BOL5640193741,A & D International,Techtronica Pvt. Ltd.,No Remarks,79.7,3.320833333333333,Weather Delay,True,Delayed
ADGF-2032200,2023-01-08,2023,January,1,1,"Hamburg, Germany","Kolkata, India","Hamburg, Germany → Kolkata, India",Sea,94036000,Frozen shrimp,457.3,0.4573,19968.15,0.01996815,Pending Pickup,BOL3109343333,Oceanic Logistics Co.,Unknown (trade database),No Remarks,19.6,0.8166666666666668,Holiday Closure,True,Delayed
ADGF-2032378,2023-01-08,2023,January,1,1,"Jakarta, Indonesia","Kolkata, India","Jakarta, Indonesia → Kolkata, India",Sea,8109090,Paperboard rolls,1219.7,1.2197,10714.02,0.010714020000000001,Delivered,BOL1364723854,Sunrise Exports,Unknown (trade database),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2032857,2023-01-08,2023,January,1,1,"Seattle, USA","Mumbai, India","Seattle, USA → Mumbai, India",Sea,8109090,Furniture (assembled),1471.3,1.4713,9491.81,0.00949181,Delivered,BOL4034658797,A & D International,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2034235,2023-01-08,2023,January,1,1,"Hamburg, Germany","New York, USA","Hamburg, Germany → New York, USA",Air,30049099,Wheat flour,3295.8,3.2958000000000003,1298.83,0.00129883,Cancelled,BOL4212221493,Oceanic Logistics Co.,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2035259,2023-01-08,2023,January,1,1,"Hamburg, Germany","Bengaluru, India","Hamburg, Germany → Bengaluru, India",Air,94036000,Textile rolls (cotton),2075.2,2.0751999999999997,10356.83,0.01035683,Delivered,BOL4458432434,A & D International,Global Retail Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2035511,2023-01-08,2023,January,1,1,"Dubai, UAE",Domestic,"Dubai, UAE → Domestic",Sea,7020010,Fresh dragon fruit,6877.9,6.8778999999999995,13475.3,0.013475299999999999,Delivered,BOL1531881051,Sunrise Exports,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2035542,2023-01-08,2023,January,1,1,"Shanghai, China","Chennai, India","Shanghai, China → Chennai, India",Sea,39232990,Frozen shrimp,2072.9,2.0729,21078.8,0.021078799999999998,Delivered,BOL4591974382,Sunrise Exports,Global Retail Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2035609,2023-01-08,2023,January,1,1,"Rotterdam, Netherlands","Bengaluru, India","Rotterdam, Netherlands → Bengaluru, India",Road,30049099,Fresh white flesh dragon fruits (public trade sample),1483.1,1.4830999999999999,13627.8,0.013627799999999999,Delivered,BOL8275667298,A & D Global Freight Pvt. Ltd.,Global Retail Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2036355,2023-01-08,2023,January,1,1,"Sydney, Australia",India,"Sydney, Australia → India",Sea,85171200,Wheat flour,4432.1,4.4321,8486.92,0.00848692,Pending Pickup,BOL1629790069,Oceanic Logistics Co.,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2025202,2023-01-09,2023,January,1,1,"Seattle, USA",India,"Seattle, USA → India",Sea,Unknown,Printed circuit boards,329.2,0.3292,79478.75,0.07947875,In Transit,BOL2367756216,Oceanic Logistics Co.,Unknown (trade database),No Remarks,13.8,0.5750000000000001,Traffic Issue,True,Delayed
ADGF-2025259,2023-01-09,2023,January,1,1,"Ho Chi Minh City, Vietnam","Ho Chi Minh City, Vietnam","Ho Chi Minh City, Vietnam → Ho Chi Minh City, Vietnam",Sea,85171200,Cocoa beans,1044.4,1.0444,3848.77,0.00384877,Delivered,BOL2505438097,A & D International,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2026101,2023-01-09,2023,January,1,1,"Seattle, USA",India,"Seattle, USA → India",Sea,Unknown,Lithium batteries (packets),215.7,0.21569999999999998,11551.66,0.01155166,Delivered,BOL4054597234,Sunrise Exports,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2026264,2023-01-09,2023,January,1,1,"Shanghai, China","New York, USA","Shanghai, China → New York, USA",Air,85423900,Processed spices (ground),949.6,0.9496,6162.2,0.0061622,Delivered,BOL2643369206,Oceanic Logistics Co.,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2028254,2023-01-09,2023,January,1,1,"Jakarta, Indonesia","New Delhi, India","Jakarta, Indonesia → New Delhi, India",Sea,94036000,Processed spices (ground),481.4,0.4814,5202.39,0.00520239,In Transit,BOL3592879904,A & D International,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2028973,2023-01-09,2023,January,1,1,Vietnam (unspecified),"New Delhi, India","Vietnam (unspecified) → New Delhi, India",Sea,7020010,Processed spices (ground),1053.6,1.0535999999999999,25637.8,0.0256378,Delivered,BOL5953230686,TransIndia Cargo,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2031029,2023-01-09,2023,January,1,1,"Los Angeles, USA","Melbourne, Australia","Los Angeles, USA → Melbourne, Australia",Sea,85423900,Smartphone units,575.9,0.5759,178535.72,0.17853572,Delivered,BOL2152697709,Sunrise Exports,ABC Importers Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2031589,2023-01-09,2023,January,1,1,"Los Angeles, USA","Chennai, India","Los Angeles, USA → Chennai, India",Sea,Unknown,Printed circuit boards,1141.3,1.1413,85735.05,0.08573505000000001,Delivered,BOL2153019256,Oceanic Logistics Co.,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2032116,2023-01-09,2023,January,1,1,"Ho Chi Minh City, Vietnam","Rotterdam, Netherlands","Ho Chi Minh City, Vietnam → Rotterdam, Netherlands",Air,8109090,Printed circuit boards,349.6,0.3496,13302.225,0.013302225,Delivered,BOL5865619119,TransIndia Cargo,Global Retail Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2032143,2023-01-09,2023,January,1,1,"Mumbai, India","Chennai, India","Mumbai, India → Chennai, India",Sea,85423900,Furniture (assembled),415.9,0.4159,49328.19,0.04932819,Delivered,BOL4179192335,TransIndia Cargo,Techtronica Pvt. Ltd.,Delivery appointment rescheduled,41.4,1.725,Traffic Issue,True,Delayed
ADGF-2033221,2023-01-09,2023,January,1,1,"Istanbul, Turkey","Kolkata, India","Istanbul, Turkey → Kolkata, India",Sea,30049099,Paperboard rolls,2346.3,2.3463000000000003,22193.98,0.02219398,In Transit,BOL3366096364,Sunrise Exports,Techtronica Pvt. Ltd.,No Remarks,13.9,0.5791666666666667,Staff Shortage,True,Delayed
ADGF-2036646,2023-01-09,2023,January,1,1,"Seattle, USA","Bengaluru, India","Seattle, USA → Bengaluru, India",Sea,94036000,Furniture (assembled),1812.0,1.812,14018.06,0.014018059999999999,Delivered,BOL8700180293,Oceanic Logistics Co.,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2025322,2023-01-10,2023,January,1,1,"Mumbai, India","Mumbai, India","Mumbai, India → Mumbai, India",Sea,8109090,Cocoa beans,1617.5,1.6175,7763.72,0.00776372,In Transit,BOL9524675988,A & D Global Freight Pvt. Ltd.,Unknown (invoice),No Remarks,21.2,0.8833333333333333,Staff Shortage,True,Delayed
ADGF-2027210,2023-01-10,2023,January,1,1,"New Delhi, India","Rotterdam, Netherlands","New Delhi, India → Rotterdam, Netherlands",Road,8109090,Ceramic tiles,1880.8,1.8808,5086.31,0.00508631,Delivered,BOL8645214475,A & D International,Global Retail Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2027755,2023-01-10,2023,January,1,1,"Dubai, UAE","New Delhi, India","Dubai, UAE → New Delhi, India",Sea,85171200,Fresh dragon fruit,510.8,0.5108,31797.19,0.031797189999999996,In Transit,BOL5877894011,Oceanic Logistics Co.,HomeStyle Furnitures,No Remarks,37.0,1.541666666666667,Weather Delay,True,Delayed
ADGF-2028314,2023-01-10,2023,January,1,1,"Rotterdam, Netherlands","Kolkata, India","Rotterdam, Netherlands → Kolkata, India",Air,Unknown,Pharmaceutical tablets,452.6,0.4526,26228.98,0.02622898,In Transit,BOL1469189608,A & D Global Freight Pvt. Ltd.,ABC Importers Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2028435,2023-01-10,2023,January,1,1,"Los Angeles, USA","Chennai, India","Los Angeles, USA → Chennai, India",Sea,85171200,Cocoa beans,969.2,0.9692000000000001,2155.92,0.00215592,Delivered,BOL9618441287,A & D International,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2029181,2023-01-10,2023,January,1,1,"Istanbul, Turkey","Melbourne, Australia","Istanbul, Turkey → Melbourne, Australia",Sea,7020010,Paperboard rolls,318.1,0.31810000000000005,107518.38,0.10751838000000001,Delivered,BOL8595263997,TransIndia Cargo,HomeStyle Furnitures,No Remarks,8.9,0.3708333333333333,Documentation Error,True,Delayed
